"cisp";"mes";"ano";"aisp";"risp";"arma_fogo_arma_fabricacao_caseira";"arma_fogo_carabina";"arma_fogo_espingarda";"arma_fogo_fuzil";"arma_fogo_garrucha";"arma_fogo_garruchao";"arma_fogo_metralhadora";"arma_fogo_outros";"arma_fogo_pistola";"arma_fogo_revolver";"arma_fogo_submetralhadora";"arma_fogo_total";"arma_branca_total";"artefato_explosivo_armadilha_explosiva";"artefato_explosivo_armadilha_incendiaria";"artefato_explosivo_bomba_fabricacao_caseira";"artefato_explosivo_granada";"artefato_explosivo_material_belico_explosivo";"artefato_explosivo_material_explosivo";"artefato_explosivo_material_explosivo_caseiro";"artefato_explosivo_material_nao_identificado";"artefato_explosivo_total";"municao_total";"simulacro_airsoft";"simulacro_arma_fabricacao_caseira";"simulacro_carabina";"simulacro_espingarda";"simulacro_fuzil";"simulacro_garrucha";"simulacro_garruchao";"simulacro_metralhadora";"simulacro_outros";"simulacro_paintball";"simulacro_pistola";"simulacro_revolver";"simulacro_submetralhadora";"simulacro_total"
79;8;2012;12;4;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;4;0;0;0;0;0;4;;;;;;;;;;;;;;;
79;9;2012;12;4;0;0;0;0;0;0;0;0;1;0;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
79;10;2012;12;4;0;0;0;0;0;0;0;0;0;1;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
79;11;2012;12;4;0;2;0;0;0;0;0;0;1;0;0;3;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
79;12;2012;12;4;0;0;0;0;0;0;0;0;0;1;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
81;1;2012;12;4;0;0;1;0;0;0;0;1;0;2;0;4;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
81;2;2012;12;4;0;0;0;0;0;0;0;0;6;2;0;8;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
81;3;2012;12;4;0;0;0;0;0;0;0;0;1;1;0;2;;0;0;0;2;0;0;0;0;2;;;;;;;;;;;;;;;
81;4;2012;12;4;0;0;1;0;0;0;0;0;3;2;0;6;;0;0;2;0;0;0;0;0;2;;;;;;;;;;;;;;;
81;5;2012;12;4;0;0;0;0;0;0;0;0;4;4;0;8;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
81;6;2012;12;4;0;0;0;0;0;0;0;0;2;2;0;4;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
81;7;2012;12;4;0;0;0;0;0;0;0;0;0;1;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
81;8;2012;12;4;0;0;1;0;0;0;0;0;2;1;0;4;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
81;9;2012;12;4;0;0;1;0;0;0;0;0;1;1;0;3;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
81;10;2012;12;4;0;0;0;0;0;0;0;0;1;1;0;2;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
81;11;2012;12;4;0;0;0;0;0;0;0;0;0;1;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
81;12;2012;12;4;0;0;0;0;0;0;0;0;3;1;0;4;;0;0;0;1;0;0;0;0;1;;;;;;;;;;;;;;;
82;1;2012;12;4;0;0;0;0;0;0;0;0;0;2;0;2;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
82;2;2012;12;4;0;0;2;0;0;0;0;0;1;3;0;6;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
82;3;2012;12;4;0;0;1;0;0;0;0;0;1;7;0;9;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
82;4;2012;12;4;0;1;7;0;1;1;0;0;0;4;0;14;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
82;5;2012;12;4;0;0;1;0;0;0;0;0;0;1;0;2;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
82;6;2012;12;4;0;0;0;0;0;0;0;0;1;5;0;6;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
82;7;2012;12;4;0;0;1;0;0;0;0;0;5;0;0;6;;0;0;0;1;0;0;0;0;1;;;;;;;;;;;;;;;
82;8;2012;12;4;0;0;0;0;0;0;0;0;3;3;0;6;;0;0;0;1;0;0;0;0;1;;;;;;;;;;;;;;;
82;9;2012;12;4;0;0;0;0;0;0;0;0;0;2;0;2;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
82;10;2012;12;4;0;0;1;0;0;0;0;0;3;4;0;8;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
82;11;2012;12;4;0;0;0;0;0;0;0;0;0;6;0;6;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
82;12;2012;12;4;0;0;1;0;0;0;0;0;1;3;0;5;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
88;1;2012;10;5;0;0;1;0;0;0;0;0;1;2;0;4;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
88;2;2012;10;5;0;0;0;0;0;0;0;0;1;1;0;2;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
88;3;2012;10;5;0;0;0;0;0;0;0;0;0;2;0;2;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
88;4;2012;10;5;0;0;3;0;2;0;0;0;1;3;0;9;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
88;5;2012;10;5;0;0;0;0;0;0;0;0;1;1;0;2;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
88;6;2012;10;5;0;0;0;0;0;0;0;0;1;2;0;3;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
88;7;2012;10;5;0;0;0;0;0;0;0;0;0;1;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
88;8;2012;10;5;0;0;0;0;0;0;0;0;0;6;0;6;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
88;9;2012;10;5;0;0;0;0;1;0;0;0;0;1;0;2;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
88;10;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
88;11;2012;10;5;0;0;1;0;0;0;0;0;0;2;0;3;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
88;12;2012;10;5;0;0;2;0;0;0;0;0;0;2;0;4;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
89;1;2012;37;5;1;0;3;0;0;0;0;0;2;3;0;9;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
89;2;2012;37;5;0;0;0;0;0;0;0;0;0;1;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
89;3;2012;37;5;0;0;0;0;0;0;0;0;2;6;0;8;;0;0;2;0;0;0;0;0;2;;;;;;;;;;;;;;;
89;4;2012;37;5;0;0;0;0;0;0;0;0;1;4;0;5;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
89;5;2012;37;5;0;0;0;0;1;0;0;0;0;3;0;4;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
89;6;2012;37;5;0;0;1;0;0;0;0;0;0;4;0;5;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
89;7;2012;37;5;0;0;0;0;1;0;0;0;1;5;0;7;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
89;8;2012;37;5;0;0;0;0;0;0;0;0;1;5;0;6;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
89;9;2012;37;5;0;0;0;0;0;0;0;0;1;7;0;8;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
89;10;2012;37;5;0;0;1;0;1;0;0;0;2;6;0;10;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
89;11;2012;37;5;0;0;1;0;1;0;0;0;2;8;0;12;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
89;12;2012;37;5;0;0;1;0;0;0;0;0;2;6;0;9;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
90;1;2012;28;5;0;0;0;0;1;0;0;0;0;6;0;7;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
90;2;2012;28;5;0;0;1;0;0;0;0;0;1;6;0;8;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
90;3;2012;28;5;0;0;0;0;1;0;0;0;1;7;0;9;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
90;4;2012;28;5;0;1;0;0;0;0;0;0;1;6;0;8;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
90;5;2012;28;5;0;0;0;0;1;0;0;0;1;2;0;4;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
90;6;2012;28;5;0;0;0;0;0;0;0;0;0;2;0;2;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
90;7;2012;28;5;0;0;1;0;0;0;0;0;0;5;0;6;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
90;8;2012;28;5;0;0;0;0;0;0;0;0;0;6;0;6;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
90;9;2012;28;5;0;0;0;0;0;0;0;0;1;2;0;3;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
90;10;2012;28;5;0;0;0;0;0;0;0;0;0;7;0;7;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
90;11;2012;28;5;0;0;0;0;1;0;0;0;0;1;0;2;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
90;12;2012;28;5;0;0;3;0;1;0;0;0;0;3;0;7;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
91;1;2012;10;5;0;0;1;0;0;0;0;1;0;2;0;4;;0;0;2;0;0;0;0;0;2;;;;;;;;;;;;;;;
91;2;2012;10;5;0;0;0;0;0;0;0;0;0;1;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
91;3;2012;10;5;0;0;1;0;0;0;0;0;0;1;0;2;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
91;4;2012;10;5;0;0;0;1;0;0;0;0;1;3;0;5;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
91;5;2012;10;5;0;0;0;0;0;0;0;0;3;4;0;7;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
91;6;2012;10;5;0;0;0;0;0;0;0;0;0;3;0;3;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
91;7;2012;10;5;0;0;0;0;0;0;0;0;2;0;0;2;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
91;8;2012;10;5;0;0;0;0;0;0;0;0;0;1;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
91;9;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
91;10;2012;10;5;0;0;0;0;0;0;0;0;0;1;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
91;11;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
91;12;2012;10;5;0;0;0;0;0;0;0;0;0;4;0;4;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
92;1;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
92;2;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
92;3;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
92;4;2012;10;5;0;0;0;0;0;0;0;0;0;1;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
92;5;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
92;6;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
92;7;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
92;8;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
92;9;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
92;10;2012;10;5;0;0;0;0;0;0;0;0;7;2;0;9;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
92;11;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
92;12;2012;10;5;0;0;1;0;0;0;0;0;1;1;0;3;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
93;1;2012;28;5;0;0;0;0;1;0;0;0;0;3;0;4;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
93;2;2012;28;5;0;1;0;0;0;0;0;0;0;6;0;7;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
93;3;2012;28;5;0;0;2;0;0;0;0;0;2;6;0;10;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
93;4;2012;28;5;0;0;2;0;0;0;0;0;2;8;0;12;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
93;5;2012;28;5;0;0;1;0;0;0;0;0;1;6;0;8;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
93;6;2012;28;5;0;0;0;0;0;0;0;0;0;6;0;6;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
93;7;2012;28;5;0;0;0;0;0;0;1;0;0;6;0;7;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
93;8;2012;28;5;0;0;0;0;0;0;0;0;1;4;0;5;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
93;9;2012;28;5;0;0;0;0;1;0;0;0;0;5;0;6;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
93;10;2012;28;5;0;0;0;0;2;0;0;0;3;5;0;10;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
93;11;2012;28;5;0;0;2;0;1;0;0;0;0;5;0;8;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
93;12;2012;28;5;0;0;2;0;0;0;0;0;1;3;0;6;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
94;1;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
94;2;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
94;3;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
94;4;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
94;5;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
94;6;2012;10;5;0;0;0;0;0;0;0;0;0;1;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
94;7;2012;10;5;0;0;0;0;0;0;0;0;6;1;0;7;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
94;8;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
94;9;2012;10;5;0;0;0;0;0;0;0;0;0;1;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
94;10;2012;10;5;0;0;0;1;0;0;0;0;0;1;0;2;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
94;11;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
94;12;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
95;1;2012;10;5;0;0;1;0;0;0;0;0;1;1;0;3;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
95;2;2012;10;5;0;0;0;0;1;0;0;0;1;3;0;5;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
95;3;2012;10;5;0;0;0;0;1;0;0;0;0;0;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
95;4;2012;10;5;0;0;1;0;1;0;0;0;0;1;0;3;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
95;5;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
95;6;2012;10;5;0;0;1;0;0;0;0;0;0;0;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
95;7;2012;10;5;0;0;2;0;0;0;0;0;0;0;0;2;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
95;8;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
95;9;2012;10;5;0;0;3;0;0;0;0;0;0;4;0;7;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
95;10;2012;10;5;0;0;0;0;0;0;0;0;0;1;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
95;11;2012;10;5;0;0;2;0;0;0;0;0;0;0;0;2;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
95;12;2012;10;5;0;0;1;0;1;0;0;0;0;0;0;2;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
96;1;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
96;2;2012;10;5;0;1;1;0;0;0;0;0;0;1;0;3;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
96;3;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
96;4;2012;10;5;0;0;0;0;0;0;0;0;0;1;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
96;5;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
96;6;2012;10;5;0;1;0;0;0;0;0;0;0;0;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
96;7;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
96;8;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
96;9;2012;10;5;0;0;1;0;0;0;0;0;0;0;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
96;10;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
96;11;2012;10;5;0;0;1;0;0;0;0;0;0;2;0;3;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
96;12;2012;10;5;0;0;0;0;0;0;0;0;0;2;0;2;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
97;1;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
97;2;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
97;3;2012;10;5;0;0;0;0;0;0;0;0;0;1;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
97;4;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
97;5;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
97;6;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
97;7;2012;10;5;0;0;1;0;0;0;0;0;1;0;0;2;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
97;8;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
97;9;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
97;10;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
97;11;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
97;12;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
98;1;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
98;2;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
98;3;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
98;4;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
98;5;2012;10;5;0;0;0;0;0;0;0;0;2;0;0;2;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
98;6;2012;10;5;0;0;1;0;0;0;0;0;0;0;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
98;7;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
98;8;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
98;9;2012;10;5;0;0;1;0;0;0;0;0;0;0;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
98;10;2012;10;5;0;0;1;0;0;0;0;0;0;0;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
98;11;2012;10;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
98;12;2012;10;5;0;0;1;0;0;0;0;0;0;0;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
99;1;2012;37;5;0;0;0;0;0;0;0;0;1;2;0;3;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
99;2;2012;37;5;0;0;1;0;0;0;0;0;1;4;0;6;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
99;3;2012;37;5;0;0;1;0;0;0;0;0;0;0;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
99;4;2012;37;5;0;0;1;0;0;0;0;0;0;2;0;3;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
99;5;2012;37;5;0;1;2;0;0;0;0;0;0;4;0;7;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
99;6;2012;37;5;1;0;0;1;0;0;0;0;3;1;0;6;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
99;7;2012;37;5;0;0;0;0;0;0;0;0;1;3;0;4;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
99;8;2012;37;5;0;0;0;0;1;0;0;0;0;4;0;5;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
99;9;2012;37;5;0;0;0;0;0;0;0;0;0;1;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
99;10;2012;37;5;0;0;0;0;0;0;0;0;0;4;0;4;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
99;11;2012;37;5;0;0;0;0;0;0;0;0;0;2;0;2;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
99;12;2012;37;5;0;0;3;0;0;0;1;1;1;6;0;12;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
100;1;2012;37;5;0;0;0;0;1;0;0;0;0;0;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
100;2;2012;37;5;0;0;1;0;0;0;0;0;0;0;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
100;3;2012;37;5;0;0;1;0;0;0;0;0;0;1;0;2;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
100;4;2012;37;5;0;0;0;0;0;0;0;0;0;2;0;2;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
100;5;2012;37;5;0;0;1;0;0;0;0;0;0;0;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
100;6;2012;37;5;0;1;2;0;0;0;0;0;0;1;0;4;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
100;7;2012;37;5;0;0;0;0;0;0;0;0;1;0;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
100;8;2012;37;5;0;0;0;0;0;0;0;0;0;1;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
100;9;2012;37;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
100;10;2012;37;5;0;0;0;0;0;0;0;0;0;1;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
100;11;2012;37;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
100;12;2012;37;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
101;1;2012;28;5;0;0;0;0;0;0;0;0;1;0;0;1;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
101;2;2012;28;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
101;3;2012;28;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
101;4;2012;28;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
101;5;2012;28;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
101;6;2012;28;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
101;7;2012;28;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
101;8;2012;28;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
101;9;2012;28;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
101;10;2012;28;5;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
